timestamp,ticker,open,high,low,close
2025-10-10 04:00:00-04:00,I:SPX,671.94,671.96,671.9,671.9
2025-10-10 04:01:00-04:00,I:SPX,672.01,672.07,672.01,672.07
2025-10-10 04:02:00-04:00,I:SPX,672.25,672.29,672.2,672.29
2025-10-10 04:03:00-04:00,I:SPX,672.25,672.25,672.13,672.19
2025-10-10 04:04:00-04:00,I:SPX,672.16,672.16,672.02,672.02
2025-10-10 04:05:00-04:00,I:SPX,672.05,672.05,671.96,671.96
2025-10-10 04:06:00-04:00,I:SPX,672.01,672.14,672.01,672.14
2025-10-10 04:08:00-04:00,I:SPX,672.13,672.2,672.13,672.2
2025-10-10 04:10:00-04:00,I:SPX,672.25,672.25,672.15,672.15
2025-10-10 04:11:00-04:00,I:SPX,672.18,672.21,672.18,672.21
2025-10-10 04:12:00-04:00,I:SPX,672.24,672.24,672.24,672.24
2025-10-10 04:14:00-04:00,I:SPX,672.3,672.3,672.25,672.25
2025-10-10 04:15:00-04:00,I:SPX,672.26,672.26,672.26,672.26
2025-10-10 04:16:00-04:00,I:SPX,672.26,672.26,672.26,672.26
2025-10-10 04:17:00-04:00,I:SPX,672.28,672.28,672.28,672.28
2025-10-10 04:21:00-04:00,I:SPX,672.08,672.08,672.08,672.08
2025-10-10 04:22:00-04:00,I:SPX,672.07,672.07,672.07,672.07
2025-10-10 04:24:00-04:00,I:SPX,672.18,672.18,672.18,672.18
2025-10-10 04:27:00-04:00,I:SPX,672.21,672.21,672.21,672.21
2025-10-10 04:28:00-04:00,I:SPX,672.2,672.2,672.2,672.2
2025-10-10 04:30:00-04:00,I:SPX,672.1,672.1,672.1,672.1
2025-10-10 04:31:00-04:00,I:SPX,672.09,672.09,672.09,672.09
2025-10-10 04:32:00-04:00,I:SPX,672.1,672.1,672.09,672.09
2025-10-10 04:34:00-04:00,I:SPX,672.15,672.15,672.15,672.15
2025-10-10 04:36:00-04:00,I:SPX,672.25,672.29,672.25,672.29
2025-10-10 04:41:00-04:00,I:SPX,672.31,672.33,672.31,672.33
2025-10-10 04:42:00-04:00,I:SPX,672.3,672.32,672.3,672.32
