timestamp,ticker,open,high,low,close
2025-11-21 09:30:00-05:00,I:SPX,6555.77,6576.29,6555.77,6572.26
2025-11-21 09:31:00-05:00,I:SPX,6571.9,6574.7,6559.69,6559.69
2025-11-21 09:32:00-05:00,I:SPX,6560.2,6571.3,6558.12,6568.2
2025-11-21 09:33:00-05:00,I:SPX,6568.18,6568.18,6556.7,6563.65
2025-11-21 09:34:00-05:00,I:SPX,6563.69,6572.47,6563.69,6567.25
2025-11-21 09:35:00-05:00,I:SPX,6567.64,6569.07,6560.54,6564.34
2025-11-21 09:36:00-05:00,I:SPX,6564.47,6572.27,6561.82,6572.12
2025-11-21 09:37:00-05:00,I:SPX,6572.28,6575.4,6569.5,6572.82
2025-11-21 09:38:00-05:00,I:SPX,6572.35,6575.56,6562.49,6562.49
2025-11-21 09:39:00-05:00,I:SPX,6561.8,6565.64,6559.36,6560.14
2025-11-21 09:40:00-05:00,I:SPX,6559.83,6566.1,6555.8,6566.1
2025-11-21 09:41:00-05:00,I:SPX,6566.53,6569.2,6566.34,6569.0
2025-11-21 09:42:00-05:00,I:SPX,6569.6,6572.9,6559.12,6560.51
2025-11-21 09:43:00-05:00,I:SPX,6561.85,6561.85,6557.08,6558.79
2025-11-21 09:44:00-05:00,I:SPX,6558.82,6561.4,6555.42,6555.49
2025-11-21 09:45:00-05:00,I:SPX,6556.11,6559.58,6552.63,6552.81
2025-11-21 09:46:00-05:00,I:SPX,6552.65,6553.02,6545.3,6546.49
2025-11-21 09:47:00-05:00,I:SPX,6547.03,6555.37,6547.03,6550.41
2025-11-21 09:48:00-05:00,I:SPX,6550.59,6566.08,6550.59,6565.83
2025-11-21 09:49:00-05:00,I:SPX,6565.94,6566.98,6556.55,6560.52
2025-11-21 09:50:00-05:00,I:SPX,6560.49,6564.56,6557.77,6561.53
2025-11-21 09:51:00-05:00,I:SPX,6562.08,6564.14,6557.67,6561.59
2025-11-21 09:52:00-05:00,I:SPX,6561.32,6569.64,6558.69,6568.64
2025-11-21 09:53:00-05:00,I:SPX,6568.74,6570.81,6564.37,6569.92
2025-11-21 09:54:00-05:00,I:SPX,6570.13,6578.52,6570.13,6576.37
2025-11-21 09:55:00-05:00,I:SPX,6576.0,6576.0,6572.64,6574.24
2025-11-21 09:56:00-05:00,I:SPX,6573.88,6573.88,6557.77,6559.99
2025-11-21 09:57:00-05:00,I:SPX,6559.72,6564.43,6559.35,6562.95
2025-11-21 09:58:00-05:00,I:SPX,6563.53,6564.95,6560.88,6564.94
2025-11-21 09:59:00-05:00,I:SPX,6565.09,6565.31,6558.31,6559.06
2025-11-21 10:00:00-05:00,I:SPX,6559.33,6570.5,6559.33,6560.94
2025-11-21 10:01:00-05:00,I:SPX,6560.37,6560.37,6553.76,6554.58
2025-11-21 10:02:00-05:00,I:SPX,6554.66,6555.26,6547.78,6547.78
2025-11-21 10:03:00-05:00,I:SPX,6547.81,6552.36,6545.38,6552.13
2025-11-21 10:04:00-05:00,I:SPX,6552.64,6553.86,6548.27,6552.76
2025-11-21 10:05:00-05:00,I:SPX,6552.64,6562.62,6552.64,6561.52
2025-11-21 10:06:00-05:00,I:SPX,6561.44,6568.72,6559.13,6566.88
2025-11-21 10:07:00-05:00,I:SPX,6566.49,6567.6,6558.85,6558.86
2025-11-21 10:08:00-05:00,I:SPX,6558.73,6558.85,6549.04,6554.61
2025-11-21 10:09:00-05:00,I:SPX,6554.68,6560.13,6552.45,6557.39
2025-11-21 10:10:00-05:00,I:SPX,6557.36,6557.36,6547.04,6552.89
2025-11-21 10:11:00-05:00,I:SPX,6552.47,6553.54,6549.11,6551.75
2025-11-21 10:12:00-05:00,I:SPX,6552.26,6553.87,6548.66,6550.8
2025-11-21 10:13:00-05:00,I:SPX,6550.68,6552.35,6546.64,6549.55
2025-11-21 10:14:00-05:00,I:SPX,6549.42,6553.31,6547.16,6550.88
2025-11-21 10:15:00-05:00,I:SPX,6551.04,6557.58,6550.04,6551.43
2025-11-21 10:16:00-05:00,I:SPX,6551.27,6553.48,6548.57,6550.26
2025-11-21 10:17:00-05:00,I:SPX,6550.06,6550.06,6540.71,6542.51
2025-11-21 10:18:00-05:00,I:SPX,6542.4,6552.26,6542.4,6552.26
2025-11-21 10:19:00-05:00,I:SPX,6553.07,6557.29,6553.07,6556.18
2025-11-21 10:20:00-05:00,I:SPX,6556.27,6557.56,6542.57,6546.88
2025-11-21 10:21:00-05:00,I:SPX,6546.73,6546.73,6539.06,6539.66
2025-11-21 10:22:00-05:00,I:SPX,6539.53,6554.57,6537.57,6552.14
2025-11-21 10:23:00-05:00,I:SPX,6552.7,6557.88,6549.95,6554.81
2025-11-21 10:24:00-05:00,I:SPX,6554.85,6564.27,6549.73,6564.27
2025-11-21 10:25:00-05:00,I:SPX,6564.13,6572.52,6564.13,6565.53
2025-11-21 10:26:00-05:00,I:SPX,6565.16,6565.29,6552.54,6557.14
2025-11-21 10:27:00-05:00,I:SPX,6557.3,6560.12,6550.08,6550.84
2025-11-21 10:28:00-05:00,I:SPX,6551.0,6551.19,6544.05,6544.21
2025-11-21 10:29:00-05:00,I:SPX,6543.71,6544.59,6540.63,6543.99
2025-11-21 10:30:00-05:00,I:SPX,6543.83,6550.11,6539.93,6548.64
2025-11-21 10:31:00-05:00,I:SPX,6547.99,6548.56,6544.12,6548.24
2025-11-21 10:32:00-05:00,I:SPX,6549.45,6553.13,6547.61,6551.12
2025-11-21 10:33:00-05:00,I:SPX,6550.56,6552.27,6542.38,6542.41
2025-11-21 10:34:00-05:00,I:SPX,6542.36,6547.38,6539.97,6539.98
2025-11-21 10:35:00-05:00,I:SPX,6540.89,6540.99,6530.56,6530.84
2025-11-21 10:36:00-05:00,I:SPX,6530.68,6532.97,6525.41,6526.4
2025-11-21 10:37:00-05:00,I:SPX,6526.46,6529.94,6521.92,6526.65
2025-11-21 10:38:00-05:00,I:SPX,6527.36,6531.88,6526.07,6529.72
2025-11-21 10:39:00-05:00,I:SPX,6529.79,6529.79,6525.25,6526.8
2025-11-21 10:40:00-05:00,I:SPX,6526.98,6531.13,6523.53,6526.06
2025-11-21 10:41:00-05:00,I:SPX,6526.31,6536.46,6526.31,6531.53
2025-11-21 10:42:00-05:00,I:SPX,6531.28,6536.12,6529.71,6536.12
2025-11-21 10:43:00-05:00,I:SPX,6535.81,6538.36,6533.93,6537.51
2025-11-21 10:44:00-05:00,I:SPX,6537.18,6545.95,6537.18,6542.45
2025-11-21 10:45:00-05:00,I:SPX,6542.4,6546.9,6537.75,6545.62
2025-11-21 10:46:00-05:00,I:SPX,6545.84,6550.89,6542.99,6550.03
2025-11-21 10:47:00-05:00,I:SPX,6549.93,6554.33,6548.28,6552.78
2025-11-21 10:48:00-05:00,I:SPX,6553.06,6554.06,6547.72,6550.75
2025-11-21 10:49:00-05:00,I:SPX,6551.27,6557.08,6549.97,6554.83
2025-11-21 10:50:00-05:00,I:SPX,6554.89,6554.89,6547.43,6552.8
2025-11-21 10:51:00-05:00,I:SPX,6553.26,6553.26,6541.79,6546.16
2025-11-21 10:52:00-05:00,I:SPX,6546.18,6546.27,6541.16,6542.92
2025-11-21 10:53:00-05:00,I:SPX,6542.95,6546.09,6540.86,6546.09
2025-11-21 10:54:00-05:00,I:SPX,6546.58,6556.93,6546.58,6555.3
2025-11-21 10:55:00-05:00,I:SPX,6555.28,6556.66,6551.07,6556.15
2025-11-21 10:56:00-05:00,I:SPX,6556.49,6556.79,6549.13,6556.67
2025-11-21 10:57:00-05:00,I:SPX,6556.54,6556.54,6546.17,6546.17
2025-11-21 10:58:00-05:00,I:SPX,6546.21,6549.54,6543.65,6548.34
2025-11-21 10:59:00-05:00,I:SPX,6548.3,6548.3,6541.74,6541.74
2025-11-21 11:00:00-05:00,I:SPX,6541.92,6546.62,6541.92,6543.51
2025-11-21 11:01:00-05:00,I:SPX,6543.35,6544.22,6539.95,6541.04
2025-11-21 11:02:00-05:00,I:SPX,6540.92,6540.92,6535.24,6536.28
2025-11-21 11:03:00-05:00,I:SPX,6536.23,6537.48,6534.37,6536.61
2025-11-21 11:04:00-05:00,I:SPX,6536.55,6536.55,6528.54,6532.87
