signal,gamma,is_short,lb,hz,th,move_ratio,mr_grade,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G-做空,negative,True,10,15,0.0005,<30%,★☆☆观望,距Support,near,109,0.000982798010816826,-0.001153216698816569,0.8522231873899965,0.1559633027522936,0.29357798165137616,0.000982798010816826,0.0021922237246650563,0.001,0.003,-0.0003114386491994294,0.3486238532110092,0.10091743119266056
G-做空,negative,True,10,15,0.0005,<30%,★☆☆观望,距Support,medium,227,0.0008484248283524694,-0.0012100510600428778,0.7011479567832499,0.16740088105726872,0.31277533039647576,0.0008484248283524694,0.0023672891355867387,0.002,0.003,-8.946084264238032e-05,0.15418502202643172,0.10572687224669604
G-做空,negative,True,10,15,0.0005,<30%,★☆☆观望,距Support,far,53,0.0009443552219234388,-0.0008811014062261268,1.0717894844456515,0.20754716981132076,0.1509433962264151,0.0009443552219234388,0.0013349659406867692,0.0015,0.0025,0.0002311632920635809,0.3018867924528302,0.0
G-做空,negative,True,10,15,0.0005,<30%,★☆☆观望,距HedgeWall,near,32,0.0007178523225201433,-0.002276152342232026,0.3153797350032413,0.03125,0.53125,0.0007178523225201433,0.004375743516927098,0.001,0.002,-0.0009740532255885061,0.28125,0.53125
G-做空,negative,True,10,15,0.0005,<30%,★☆☆观望,距HedgeWall,medium,60,0.0008517293364112782,-0.0013799766478355853,0.6172056155784716,0.18333333333333332,0.38333333333333336,0.0008517293364112782,0.0029849395231091548,0.003,0.002,-0.0003085292353240573,0.06666666666666667,0.35
G-做空,negative,True,10,15,0.0005,<30%,★☆☆观望,距HedgeWall,far,547,0.0011817410748708474,-0.0010606225600832495,1.1141956802975144,0.25411334552102377,0.2687385740402194,0.0011817410748708474,0.0020619560989359716,0.002,0.0035,0.00013847908616605715,0.21389396709323583,0.04021937842778794
G-做空,negative,True,10,15,0.0005,30-50%,★☆☆观望,距Support,near,53,0.0008125443532706637,-0.001114904674139529,0.7288016384878612,0.2641509433962264,0.2641509433962264,0.0008125443532706637,0.0021484938022485467,0.003,0.002,-0.00014233381935441225,0.1509433962264151,0.2641509433962264
G-做空,negative,True,10,15,0.0005,30-50%,★☆☆观望,距Support,medium,196,0.001043692268319908,-0.0009962839600701754,1.0475851365170963,0.25,0.17857142857142858,0.001043692268319908,0.0015634572991760625,0.002,0.002,0.00015547712571903067,0.2193877551020408,0.16326530612244897
G-做空,negative,True,10,15,0.0005,30-50%,★☆☆观望,距Support,far,25,0.0005271663382514462,-0.0017054768192120825,0.3091020249076109,0.04,0.4,0.0005271663382514462,0.002301612896100527,0.002,0.002,-0.0007899008782123023,0.04,0.32
G-做空,negative,True,10,15,0.0005,30-50%,★☆☆观望,距HedgeWall,near,87,0.0008750584371216789,-0.0013455904758742812,0.6503155698639441,0.20689655172413793,0.2413793103448276,0.0008750584371216789,0.0019502715396477318,0.003,0.002,-0.00015279695086530164,0.08045977011494253,0.21839080459770116
G-做空,negative,True,10,15,0.0005,30-50%,★☆☆观望,距HedgeWall,medium,66,0.0012048524897957601,-0.0007868363518236726,1.531261852611715,0.3333333333333333,0.030303030303030304,0.0012048524897957601,0.0011397819847169413,0.0025,0.002,0.000556036361097685,0.18181818181818182,0.030303030303030304
G-做空,negative,True,10,15,0.0005,30-50%,★☆☆观望,距HedgeWall,far,121,0.0008283401598799383,-0.0012789033667243777,0.6476956597600838,0.19834710743801653,0.2975206611570248,0.0008283401598799383,0.002338713013467903,0.002,0.002,-9.845267849728989e-05,0.1652892561983471,0.2644628099173554
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距Support,near,93,0.0016507927183004151,-0.0006013070747946517,2.745340588025122,0.3548387096774194,0.23655913978494625,0.0016507927183004151,0.0016542324031404052,0.0025,0.002,0.0005811136110950388,0.25806451612903225,0.20430107526881722
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距Support,medium,38,0.0009990800232232268,-0.0006351905881088809,1.572882284351433,0.21052631578947367,0.15789473684210525,0.0009990800232232268,0.000955057442027185,0.002,0.002,0.0001663208779573298,0.18421052631578946,0.15789473684210525
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距Support,far,76,0.0006095810888099658,-0.0009794777403436656,0.6223531824174834,0.09210526315789473,0.17105263157894737,0.0006095810888099658,0.001794594865465658,0.003,0.002,-0.00016646988596549927,0.02631578947368421,0.11842105263157894
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距HedgeWall,near,75,0.0011282737261352454,-0.0007196736280097249,1.567757497597229,0.2,0.09333333333333334,0.0011282737261352454,0.001225029441305178,0.0025,0.002,0.0003096259610834678,0.13333333333333333,0.09333333333333334
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距HedgeWall,medium,61,0.000608988672810713,-0.0004043562243049056,1.5060697380325323,0.14754098360655737,0.06557377049180328,0.000608988672810713,0.0009666861607525856,0.003,0.002,0.0002975156756763435,0.08196721311475409,0.06557377049180328
G-做空,negative,True,10,15,0.0005,50-70%,★★☆可选,距HedgeWall,far,71,0.0014514917444536284,-0.0018189393701810862,0.7979879748873233,0.3380281690140845,0.4225352112676056,0.0014514917444536284,0.0029672083606393732,0.0025,0.002,9.031094497772039e-05,0.18309859154929578,0.323943661971831
G-做空,negative,True,10,15,0.0005,70-100%,★★★推荐,距Support,near,257,0.000947973266847661,-0.0007714163734598453,1.228873665976194,0.19066147859922178,0.21011673151750973,0.000947973266847661,0.0015076569149495241,0.003,0.002,0.00016809336655803706,0.10505836575875487,0.19066147859922178
G-做空,negative,True,10,15,0.0005,70-100%,★★★推荐,距Support,far,31,0.001790550639385816,-0.0003378941535300928,5.299146554266585,0.3870967741935484,0.1935483870967742,0.001790550639385816,0.0008175942879003156,0.002,0.002,0.0006126122647320659,0.3548387096774194,0.1935483870967742
G-做空,negative,True,10,15,0.0005,70-100%,★★★推荐,距HedgeWall,near,78,0.0006828320058456013,-0.0005998571345787991,1.1383243883980216,0.14102564102564102,0.0641025641025641,0.0006828320058456013,0.0009199500612097585,0.003,0.002,0.00033333256929629195,0.1282051282051282,0.038461538461538464
G-做空,negative,True,10,15,0.0005,70-100%,★★★推荐,距HedgeWall,medium,74,0.0008259766172581643,-0.0005831798426756473,1.4163325904210917,0.1891891891891892,0.1891891891891892,0.0008259766172581643,0.0009474772825855899,0.003,0.002,0.00025764519618948645,0.14864864864864866,0.1891891891891892
G-做空,negative,True,10,15,0.0005,70-100%,★★★推荐,距HedgeWall,far,138,0.001316791190492818,-0.0008977519725305667,1.4667650206115073,0.2753623188405797,0.2971014492753623,0.001316791190492818,0.002589651954710866,0.002,0.002,0.0002030128886365104,0.2536231884057971,0.26811594202898553
G-做空,negative,True,10,15,0.0005,>100%,★★★推荐,距Support,near,156,0.0009364459947491199,-0.0011094292764300326,0.8440790365316972,0.28205128205128205,0.1794871794871795,0.0009364459947491199,0.0018296344377138401,0.0025,0.002,9.445564138376537e-05,0.14743589743589744,0.17307692307692307
G-做空,negative,True,10,15,0.0005,>100%,★★★推荐,距Support,medium,356,0.0011539020401431111,-0.0010206269099378887,1.1305816345890125,0.2752808988764045,0.22191011235955055,0.0011539020401431111,0.0018708461337754775,0.003,0.0025,0.0002581594702999688,0.15730337078651685,0.11235955056179775
G-做空,negative,True,10,15,0.0005,>100%,★★★推荐,距Support,far,393,0.0014962450583942927,-0.0009463584757760762,1.5810552731271026,0.3944020356234097,0.22391857506361323,0.0014962450583942927,0.0018626422305745025,0.003,0.0025,0.0005894467386773313,0.2035623409669211,0.10178117048346055
G-做空,negative,True,10,15,0.0005,>100%,★★★推荐,距HedgeWall,near,50,0.0010208109411389025,-0.0010072631742860181,1.013450076602361,0.36,0.08,0.0010208109411389025,0.0016986813509004797,0.003,0.0025,0.0008065142432163278,0.22,0.02
G-做空,negative,True,10,15,0.0005,>100%,★★★推荐,距HedgeWall,medium,197,0.0011894222720074054,-0.0007796732500790811,1.525539412679304,0.3248730964467005,0.20812182741116753,0.0011894222720074054,0.0018290783403302022,0.003,0.004,0.0005697043812454799,0.16751269035532995,0.0
G-做空,negative,True,10,15,0.0005,>100%,★★★推荐,距HedgeWall,far,658,0.0013124959254071909,-0.001061938027810798,1.235943992054717,0.32674772036474165,0.22796352583586627,0.0013124959254071909,0.0018867124485063874,0.003,0.0025,0.0002742075463787457,0.16261398176291794,0.12158054711246201
G-做空,negative,True,10,15,0.001,<30%,★☆☆观望,距Support,near,79,0.0010452719219691431,-0.0009232563654723761,1.1321578285943783,0.17721518987341772,0.24050632911392406,0.0010452719219691431,0.0018767313671480645,0.001,0.003,-5.858614561284799e-05,0.4177215189873418,0.0759493670886076
G-做空,negative,True,10,15,0.001,<30%,★☆☆观望,距Support,medium,150,0.0007429658718613528,-0.0013453299498821592,0.5522555057414956,0.14666666666666667,0.3466666666666667,0.0007429658718613528,0.0024116771536948256,0.003,0.003,-0.00026491728241566956,0.03333333333333333,0.12666666666666668
G-做空,negative,True,10,15,0.001,<30%,★☆☆观望,距Support,far,27,0.0008139426418682247,-0.0009471747131412631,0.8593373857805175,0.18518518518518517,0.14814814814814814,0.0008139426418682247,0.0014694345155438179,0.0015,0.0025,0.00010056201165505128,0.25925925925925924,0.0
G-做空,negative,True,10,15,0.001,<30%,★☆☆观望,距HedgeWall,near,21,0.0010419540600986562,-0.002183033631701398,0.4772963847041537,0.0,0.5238095238095238,0.0010419540600986562,0.0033166425011594107,0.001,0.0025,-0.0009441249042984959,0.3333333333333333,0.42857142857142855
G-做空,negative,True,10,15,0.001,<30%,★☆☆观望,距HedgeWall,medium,49,0.0008669287121342126,-0.0014075123212480985,0.6159297499900189,0.20408163265306123,0.3877551020408163,0.0008669287121342126,0.0030402577268180183,0.003,0.002,-0.00022637360916813603,0.08163265306122448,0.3469387755102041
G-做空,negative,True,10,15,0.001,<30%,★☆☆观望,距HedgeWall,far,367,0.0011682802488335508,-0.0011852566816759663,0.9856769988266081,0.26430517711171664,0.2970027247956403,0.0011682802488335508,0.002197176423765038,0.002,0.004,0.00011131343833517302,0.22070844686648503,0.027247956403269755
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距Support,near,35,0.0008125443532706637,-0.0012735031925813077,0.6380387249942338,0.22857142857142856,0.34285714285714286,0.0008125443532706637,0.0031358509083352186,0.003,0.002,-0.0004016036180359625,0.14285714285714285,0.34285714285714286
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距Support,medium,124,0.0010556667931221082,-0.0009962839600701754,1.0596043251040095,0.21774193548387097,0.16129032258064516,0.0010556667931221082,0.0016078179777267738,0.002,0.002,0.00019301759174143713,0.20161290322580644,0.1532258064516129
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距Support,far,10,0.0009035432153671776,-0.001698838103566832,0.531859518261407,0.0,0.4,0.0009035432153671776,0.002346318746442574,0.001,0.002,-0.0007737545186214296,0.3,0.3
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距HedgeWall,near,46,0.0008995188230780099,-0.0015865932681151072,0.5669498548589265,0.13043478260869565,0.2391304347826087,0.0008995188230780099,0.0019076204213228291,0.003,0.002,-0.00021709266165711332,0.10869565217391304,0.21739130434782608
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距HedgeWall,medium,44,0.0015790457281479034,-0.0005581493330950454,2.829073931508242,0.4090909090909091,0.0,0.0015790457281479034,0.0009999694466892323,0.003,0.002,0.0008509446460608684,0.11363636363636363,0.0
G-做空,negative,True,10,15,0.001,30-50%,★☆☆观望,距HedgeWall,far,79,0.0008283401598799383,-0.001335618959479263,0.6201919746653606,0.13924050632911392,0.31645569620253167,0.0008283401598799383,0.0031975235944801807,0.002,0.002,-0.00024150622291985825,0.12658227848101267,0.2911392405063291
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距Support,near,55,0.0016262838590952791,-0.0008361426740582127,1.9449836846648692,0.34545454545454546,0.2545454545454545,0.0016262838590952791,0.0018596061606826206,0.0025,0.002,0.0005338587829904738,0.23636363636363636,0.23636363636363636
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距Support,medium,11,0.0016432246327197433,-0.0006337107399872125,2.5930200153352327,0.45454545454545453,0.18181818181818182,0.0016432246327197433,0.0015246647723391746,0.002,0.0035,0.0008654502197195988,0.36363636363636365,0.0
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距Support,far,29,0.0009499327763225931,-0.0006911639200414043,1.374395781923465,0.06896551724137931,0.2413793103448276,0.0009499327763225931,0.0018169385562176637,0.002,0.002,0.00011175393458538979,0.034482758620689655,0.20689655172413793
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距HedgeWall,near,24,0.0010199591189813185,-0.0011477197898312908,0.8886830461738814,0.125,0.125,0.0010199591189813185,0.0014270433918108449,0.003,0.0035,0.00041728287179019054,0.0,0.0
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距HedgeWall,medium,25,0.0016233961447348125,-0.00023153264084024754,7.011521739843672,0.28,0.04,0.0016233961447348125,0.0006337107399872125,0.003,0.002,0.0009800156585415363,0.12,0.04
G-做空,negative,True,10,15,0.001,50-70%,★★☆可选,距HedgeWall,far,46,0.0016451758528438184,-0.0012282156918926078,1.3394844763045648,0.34782608695652173,0.41304347826086957,0.0016451758528438184,0.002744125695858952,0.0025,0.002,0.00015663441177515115,0.15217391304347827,0.3695652173913043
G-做空,negative,True,10,15,0.001,70-100%,★★★推荐,距Support,near,156,0.0009515637854120519,-0.000902432805122698,1.0544428128171537,0.22435897435897437,0.26282051282051283,0.0009515637854120519,0.0020890332835268866,0.003,0.002,0.000133519967475637,0.14102564102564102,0.24358974358974358
G-做空,negative,True,10,15,0.001,70-100%,★★★推荐,距Support,far,28,0.0016043897922829922,-0.00039154848614681435,4.097550747984282,0.42857142857142855,0.21428571428571427,0.0016043897922829922,0.0008737682942538505,0.002,0.002,0.0005297763721037248,0.39285714285714285,0.21428571428571427
G-做空,negative,True,10,15,0.001,70-100%,★★★推荐,距HedgeWall,near,38,0.000768134595867167,-0.000732193312849458,1.0490871500558194,0.2631578947368421,0.07894736842105263,0.000768134595867167,0.0011534814516122106,0.003,0.002,0.0006775862404003323,0.23684210526315788,0.05263157894736842
G-做空,negative,True,10,15,0.001,70-100%,★★★推荐,距HedgeWall,medium,42,0.000879122650593118,-0.0005324289616685935,1.6511548279380064,0.23809523809523808,0.11904761904761904,0.000879122650593118,0.0008472784088922057,0.003,0.002,0.0005023854520033437,0.19047619047619047,0.11904761904761904
G-做空,negative,True,10,15,0.001,70-100%,★★★推荐,距HedgeWall,far,105,0.0010676469606942076,-0.001175375512466731,0.9083454175879195,0.26666666666666666,0.37142857142857144,0.0010676469606942076,0.003415856670472132,0.003,0.002,-0.00010178908443693739,0.047619047619047616,0.3523809523809524
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距Support,near,101,0.0010346434350757253,-0.0011717168107863293,0.8830149277976005,0.27722772277227725,0.1782178217821782,0.0010346434350757253,0.0018295480956608938,0.0025,0.0035,0.000196444037254852,0.18811881188118812,0.019801980198019802
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距Support,medium,228,0.0011270103758975226,-0.0010856156135337553,1.0381302201697564,0.25877192982456143,0.2324561403508772,0.0011270103758975226,0.0019579450088986253,0.003,0.0025,0.00023029552696680325,0.16228070175438597,0.11842105263157894
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距Support,far,270,0.001706749457397248,-0.0010538218602600883,1.6195806158130122,0.42962962962962964,0.24444444444444444,0.001706749457397248,0.001956761196448543,0.003,0.0025,0.000672338491958773,0.23703703703703705,0.1111111111111111
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距HedgeWall,near,23,0.0029421248975655843,-0.0011895327091643786,2.473345100053923,0.6521739130434783,0.08695652173913043,0.0029421248975655843,0.001741229118832949,0.003,0.0025,0.0016453936074602134,0.43478260869565216,0.0
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距HedgeWall,medium,127,0.001141080529164954,-0.0008212681574923548,1.3894128473811873,0.30708661417322836,0.2125984251968504,0.001141080529164954,0.0018723952077333997,0.003,0.004,0.0005758721497038413,0.1732283464566929,0.0
G-做空,negative,True,10,15,0.001,>100%,★★★推荐,距HedgeWall,far,449,0.0013210903175786357,-0.0011866410388296949,1.1133024009362926,0.33184855233853006,0.24053452115812918,0.0013210903175786357,0.001978184144650328,0.003,0.0025,0.00030840552268571495,0.18040089086859687,0.12249443207126949
G-做空,negative,True,10,15,0.0015,<30%,★☆☆观望,距Support,near,54,0.0009484932876287211,-0.0008804860819336469,1.0772382517912409,0.14814814814814814,0.24074074074074073,0.0009484932876287211,0.001737314563744877,0.001,0.003,2.4873223210464073e-05,0.37037037037037035,0.037037037037037035
G-做空,negative,True,10,15,0.0015,<30%,★☆☆观望,距Support,medium,78,0.0007929306254797268,-0.0018001620011265564,0.4404773709163421,0.15384615384615385,0.4358974358974359,0.0007929306254797268,0.002744701558413533,0.001,0.003,-0.0003613833004955661,0.34615384615384615,0.1282051282051282
G-做空,negative,True,10,15,0.0015,<30%,★☆☆观望,距Support,far,9,0.0005323988780520764,-0.0013129497755351531,0.4054982817869577,0.1111111111111111,0.1111111111111111,,,,,,,
G-做空,negative,True,10,15,0.0015,<30%,★☆☆观望,距HedgeWall,near,8,0.0006028981850599467,-0.002276152342232026,0.2648760251560036,0.0,0.625,,,,,,,
G-做空,negative,True,10,15,0.0015,<30%,★☆☆观望,距HedgeWall,medium,33,0.000982798010816826,-0.0017936003135033303,0.5479470556610165,0.15151515151515152,0.42424242424242425,0.000982798010816826,0.0030402577268180183,0.001,0.003,-0.0003927550472228424,0.3333333333333333,0.21212121212121213
G-做空,negative,True,10,15,0.0015,<30%,★☆☆观望,距HedgeWall,far,220,0.0012136490164281338,-0.001492248743726088,0.8133020862176762,0.2909090909090909,0.37727272727272726,0.0012136490164281338,0.0025455297447331405,0.003,0.004,0.0001015988654519353,0.11363636363636363,0.02727272727272727
G-做空,negative,True,10,15,0.0015,30-50%,★☆☆观望,距Support,near,22,0.0005801049847174197,-0.0019281640396464498,0.3008587302685037,0.18181818181818182,0.5,0.0005801049847174197,0.0038590222401054548,0.002,0.002,-0.0006728651468477204,0.13636363636363635,0.45454545454545453
G-做空,negative,True,10,15,0.0015,30-50%,★☆☆观望,距Support,medium,62,0.0010502730990231567,-0.0011093120310997709,0.946778786832337,0.1935483870967742,0.22580645161290322,0.0010502730990231567,0.0018019899335513154,0.0015,0.002,9.428745304403584e-05,0.27419354838709675,0.20967741935483872
G-做空,negative,True,10,15,0.0015,30-50%,★☆☆观望,距HedgeWall,near,20,0.0008380910612357999,-0.0015867280279449397,0.5281882253767576,0.05,0.3,0.0008380910612357999,0.0021946177774562706,0.0015,0.0025,-0.00038553476558833924,0.15,0.2
G-做空,negative,True,10,15,0.0015,30-50%,★☆☆观望,距HedgeWall,medium,21,0.0019285037372293399,-0.00047518212840012386,4.058451742960873,0.47619047619047616,0.0,0.0019285037372293399,0.0009311057106309343,0.0015,0.002,0.0010121324688311642,0.5714285714285714,0.0
G-做空,negative,True,10,15,0.0015,30-50%,★☆☆观望,距HedgeWall,far,43,0.0005582922824301809,-0.0015041869594328338,0.3711588369578005,0.11627906976744186,0.4418604651162791,0.0005582922824301809,0.003936236454947079,0.002,0.002,-0.0005145352537663546,0.09302325581395349,0.3953488372093023
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距Support,near,36,0.0016218330020770096,-0.000600228494041164,2.7020260087249097,0.3333333333333333,0.19444444444444445,0.0016218330020770096,0.0015036874613024982,0.0025,0.0035,0.000809931737347598,0.19444444444444445,0.0
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距Support,medium,6,0.0024013316886763313,-0.0003345990309959625,7.17674430056944,0.8333333333333334,0.0,,,,,,,
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距Support,far,14,0.0005364579875513968,-0.0008340239968133783,0.6432164896946424,0.07142857142857142,0.35714285714285715,0.0005364579875513968,0.002744125695858952,0.002,0.002,-0.00025034905165716403,0.07142857142857142,0.35714285714285715
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距HedgeWall,near,12,0.001273302897851072,-0.00075526578332559,1.6859004154066908,0.0,0.0,0.001273302897851072,0.0012791054810624416,0.0015,0.002,0.0008366159755583056,0.25,0.0
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距HedgeWall,medium,11,0.0022621411967974803,-0.0002760880988216786,8.193548387098588,0.5454545454545454,0.0,0.0022621411967974803,0.00047863129378632234,0.003,0.002,0.0014831103621753355,0.18181818181818182,0.0
G-做空,negative,True,10,15,0.0015,50-70%,★★☆可选,距HedgeWall,far,33,0.0016432246327197433,-0.0008361426740582127,1.9652443102136672,0.36363636363636365,0.36363636363636365,0.0016432246327197433,0.0027533699943384895,0.0025,0.002,0.00022030931946988828,0.12121212121212122,0.3333333333333333
G-做空,negative,True,10,15,0.0015,70-100%,★★★推荐,距Support,near,111,0.0010145165381113988,-0.0009225380509746641,1.0997015646558526,0.25225225225225223,0.27927927927927926,0.0010145165381113988,0.0023977650729809737,0.003,0.002,0.0001509664988918274,0.16216216216216217,0.2702702702702703
G-做空,negative,True,10,15,0.0015,70-100%,★★★推荐,距Support,far,22,0.0016043897922829922,-0.0006957934676635675,2.3058419873794396,0.45454545454545453,0.2727272727272727,0.0016043897922829922,0.007849140300678875,0.002,0.002,0.000342591950065496,0.4090909090909091,0.2727272727272727
G-做空,negative,True,10,15,0.0015,70-100%,★★★推荐,距HedgeWall,near,22,0.0009682300503356444,-0.0008592492202075382,1.1268326203447514,0.4090909090909091,0.13636363636363635,0.0009682300503356444,0.0013546477412804006,0.003,0.002,0.0008581256196221804,0.36363636363636365,0.09090909090909091
G-做空,negative,True,10,15,0.0015,70-100%,★★★推荐,距HedgeWall,medium,26,0.0009501095753924691,-0.0006207832898378177,1.530501208627393,0.23076923076923078,0.07692307692307693,0.0009501095753924691,0.0008472784088922057,0.003,0.002,0.0004435535921275233,0.23076923076923078,0.07692307692307693
G-做空,negative,True,10,15,0.0015,70-100%,★★★推荐,距HedgeWall,far,85,0.0010676469606942076,-0.0011278630224625422,0.9466104832155409,0.27058823529411763,0.3764705882352941,0.0010676469606942076,0.003939213933151182,0.003,0.002,-9.595471746612816e-05,0.047058823529411764,0.3764705882352941
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距Support,near,70,0.0011698676189842586,-0.00124754950613399,0.9377324212243421,0.2857142857142857,0.17142857142857143,0.0011698676189842586,0.0018037207582573345,0.0025,0.002,0.000242937143438364,0.2,0.15714285714285714
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距Support,medium,139,0.001184660222674165,-0.001156739727583278,1.0241372319330815,0.2517985611510791,0.23741007194244604,0.001184660222674165,0.0019758939741066827,0.003,0.003,0.0002706921085626778,0.16546762589928057,0.05755395683453238
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距Support,far,172,0.0018057830622499446,-0.001342065543832704,1.3455252394700072,0.4418604651162791,0.29651162790697677,0.0018057830622499446,0.0021957583293371777,0.003,0.0025,0.0006445898714823635,0.26744186046511625,0.12790697674418605
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距HedgeWall,near,13,0.004317263935862967,-0.0010281755926931512,4.1989558656557335,0.8461538461538461,0.07692307692307693,0.004317263935862967,0.0017561884736691524,0.003,0.002,0.0024273869142084326,0.6153846153846154,0.0
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距HedgeWall,medium,74,0.0011351734487522705,-0.0010339457540760382,1.0979042607188731,0.3108108108108108,0.28378378378378377,0.0011351734487522705,0.0022364987267500646,0.003,0.004,0.0004816645486845163,0.17567567567567569,0.0
G-做空,negative,True,10,15,0.0015,>100%,★★★推荐,距HedgeWall,far,294,0.0013570798147295945,-0.0012980641933894245,1.0454643319188028,0.3299319727891156,0.25170068027210885,0.0013570798147295945,0.0020296549344966807,0.003,0.003,0.00031509885207226397,0.19387755102040816,0.08843537414965986
G-做空,negative,True,10,15,0.002,<30%,★☆☆观望,距Support,near,27,0.0010673794624700447,-0.0008225263352066369,1.2976842403494537,0.1111111111111111,0.2222222222222222,0.0010673794624700447,0.0012695938412849374,0.001,0.003,0.0004668157049463998,0.4074074074074074,0.0
G-做空,negative,True,10,15,0.002,<30%,★☆☆观望,距Support,medium,37,0.0006606195344291537,-0.002049603986167366,0.32231569556247386,0.10810810810810811,0.5135135135135135,0.0006606195344291537,0.0030449070986471875,0.001,0.003,-0.0006086313713373724,0.2972972972972973,0.1891891891891892
G-做空,negative,True,10,15,0.002,<30%,★☆☆观望,距HedgeWall,medium,23,0.000982798010816826,-0.0014075123212480985,0.6982517992775643,0.08695652173913043,0.43478260869565216,0.000982798010816826,0.003025101619775615,0.001,0.003,-0.00031450724116880644,0.2608695652173913,0.17391304347826086
G-做空,negative,True,10,15,0.002,<30%,★☆☆观望,距HedgeWall,far,131,0.001465604103691546,-0.0018650102498497763,0.7858423854826525,0.3282442748091603,0.4580152671755725,0.001465604103691546,0.0029429903674474023,0.003,0.004,0.00018457230922332095,0.16793893129770993,0.03816793893129771
G-做空,negative,True,10,15,0.002,30-50%,★☆☆观望,距Support,near,12,0.0002898956249050297,-0.0037518091913194976,0.07726822184234654,0.25,0.75,0.0002898956249050297,0.004008211384592094,0.002,0.002,-0.0008257714964119038,0.25,0.6666666666666666
G-做空,negative,True,10,15,0.002,30-50%,★☆☆观望,距Support,medium,28,0.0010943723377187017,-0.0012644012289087314,0.8655261579136736,0.14285714285714285,0.21428571428571427,0.0010943723377187017,0.0017298014005006676,0.0015,0.0025,0.00014172439596982572,0.17857142857142858,0.14285714285714285
G-做空,negative,True,10,15,0.002,30-50%,★☆☆观望,距HedgeWall,near,11,0.0009021158992646645,-0.0016069116817199155,0.561397312327152,0.09090909090909091,0.2727272727272727,0.0009021158992646645,0.0020350681599124497,0.003,0.0025,0.00028776504156429746,0.09090909090909091,0.09090909090909091
G-做空,negative,True,10,15,0.002,30-50%,★☆☆观望,距HedgeWall,medium,9,0.0024237825761647875,-0.0009060204315034241,2.6751963773519245,0.5555555555555556,0.0,,,,,,,
G-做空,negative,True,10,15,0.002,30-50%,★☆☆观望,距HedgeWall,far,20,0.0004819141567554251,-0.003061336580836985,0.1574195270693389,0.05,0.6,0.0004819141567554251,0.004008211384592094,0.001,0.002,-0.0007463637641461296,0.15,0.5
G-做空,negative,True,10,15,0.002,50-70%,★★☆可选,距Support,near,20,0.0014237014258077641,-0.0005554942658359862,2.5629453144132412,0.2,0.2,0.0014237014258077641,0.0012879262884665588,0.003,0.0035,0.0007864585963493731,0.1,0.0
G-做空,negative,True,10,15,0.002,50-70%,★★☆可选,距Support,medium,5,0.002348031037942611,-0.0003931099631702464,5.9729624225416424,0.8,0.0,,,,,,,
G-做空,negative,True,10,15,0.002,50-70%,★★☆可选,距HedgeWall,near,7,0.0012466339394228087,-0.0009058321886276236,1.3762305591188089,0.0,0.0,,,,,,,
G-做空,negative,True,10,15,0.002,50-70%,★★☆可选,距HedgeWall,far,17,0.0016432246327197433,-0.0003931099631702464,4.180063561523376,0.35294117647058826,0.23529411764705882,0.0016432246327197433,0.0008361426740582127,0.003,0.0035,0.0008268343092325139,0.11764705882352941,0.0
G-做空,negative,True,10,15,0.002,70-100%,★★★推荐,距Support,near,65,0.0010217696161255439,-0.0012572149579765607,0.8127246734083111,0.3076923076923077,0.4,0.0010217696161255439,0.003911794020696557,0.003,0.002,5.387692473607589e-05,0.2,0.38461538461538464
