date,strategy_name,direction,gamma_env,entry_time,entry_price,exit_time,exit_price,exit_reason,take_profit,stop_loss,pnl_pct,pnl_points,move_ratio,mr_grade
2025-10-16,G-做空_relaxed,SHORT,negative,2025-10-16 12:25:00,6646.76,2025-10-16 12:30:00,6636.79,take_profit,0.15%,0.20%,0.15,9.97,50.9,★★☆可选
2025-10-16,G-做空_relaxed,SHORT,negative,2025-10-16 12:50:00,6639.15,2025-10-16 12:55:00,6652.43,stop_loss,0.15%,0.20%,-0.2,-13.28,60.1,★★☆可选
2025-10-16,G-做多_relaxed,LONG,negative,2025-10-16 13:45:00,6643.44,2025-10-16 14:00:00,6630.15,stop_loss,0.15%,0.20%,-0.2,-13.29,54.9,★★☆可选
2025-10-16,G-做空_relaxed,SHORT,negative,2025-10-16 14:05:00,6618.64,2025-10-16 14:10:00,6608.71,take_profit,0.15%,0.20%,0.15,9.93,84.8,★★★推荐
2025-10-16,G-做空_relaxed,SHORT,negative,2025-10-16 14:30:00,6595.36,2025-10-16 14:35:00,6608.55,stop_loss,0.15%,0.20%,-0.2,-13.19,112.9,★★★推荐
2025-10-16,G-做空_relaxed,SHORT,negative,2025-10-16 14:55:00,6626.91,2025-10-16 15:10:00,6616.97,take_profit,0.15%,0.20%,0.15,9.94,74.8,★★★推荐
2025-10-16,G-做多_relaxed,LONG,negative,2025-10-16 15:30:00,6608.2,2025-10-16 15:45:00,6618.11,take_profit,0.15%,0.20%,0.15,9.91,97.4,★★★推荐
2025-10-16,G-做多_relaxed,LONG,negative,2025-10-16 15:55:00,6629.0,2025-10-17 09:30:00,6615.74,stop_loss,0.15%,0.20%,-0.2,-13.26,72.3,★★★推荐
2025-10-17,G+做空_relaxed,SHORT,positive,2025-10-17 14:05:00,6659.19,2025-10-17 15:10:00,6672.51,stop_loss,0.15%,0.20%,-0.2,-13.32,53.4,★★☆可选
2025-10-17,G+做空_relaxed,SHORT,positive,2025-10-17 14:30:00,6667.73,2025-10-17 15:45:00,6668.95,timeout,0.15%,0.20%,-0.0183,-1.22,63.3,★★☆可选
2025-10-17,G+做空_relaxed,SHORT,positive,2025-10-17 14:55:00,6665.7,2025-10-20 09:30:00,6679.03,stop_loss,0.15%,0.20%,-0.2,-13.33,61.0,★★☆可选
2025-10-17,G+做空_relaxed,SHORT,positive,2025-10-17 15:20:00,6677.74,2025-10-17 15:30:00,6667.72,take_profit,0.15%,0.20%,0.15,10.02,75.0,★★★推荐
2025-10-20,G+做空_optimal,SHORT,positive,2025-10-20 10:00:00,6715.26,2025-10-20 10:40:00,6728.69,stop_loss,0.20%,0.20%,-0.2,-13.43,30.4,★☆☆观望
2025-10-20,G+做空_optimal,SHORT,positive,2025-10-20 10:25:00,6725.06,2025-10-20 11:40:00,6730.1,timeout,0.20%,0.20%,-0.0749,-5.04,42.2,★☆☆观望
2025-10-20,G+做空_relaxed,SHORT,positive,2025-10-20 10:45:00,6734.85,2025-10-20 11:15:00,6724.75,take_profit,0.15%,0.20%,0.15,10.1,54.0,★★☆可选
2025-10-20,G+做空_optimal,SHORT,positive,2025-10-20 11:10:00,6725.17,2025-10-20 12:25:00,6729.78,timeout,0.20%,0.20%,-0.0685,-4.61,42.3,★☆☆观望
2025-10-20,G+做空_relaxed,SHORT,positive,2025-10-20 11:45:00,6733.61,2025-10-20 13:00:00,6738.13,timeout,0.15%,0.20%,-0.0671,-4.52,52.5,★★☆可选
2025-10-20,G+做空_relaxed,SHORT,positive,2025-10-20 13:05:00,6738.24,2025-10-20 14:20:00,6741.28,timeout,0.15%,0.20%,-0.0451,-3.04,58.0,★★☆可选
2025-10-20,G+做空_relaxed,SHORT,positive,2025-10-20 13:30:00,6739.03,2025-10-20 14:45:00,6736.34,timeout,0.15%,0.20%,0.0399,2.69,59.0,★★☆可选
2025-10-20,G+做空_relaxed,SHORT,positive,2025-10-20 13:55:00,6739.92,2025-10-20 15:10:00,6739.0,timeout,0.15%,0.20%,0.0137,0.92,60.1,★★☆可选
2025-10-20,G+做多_relaxed,LONG,positive,2025-10-20 15:20:00,6735.59,2025-10-21 10:00:00,6722.12,stop_loss,0.15%,0.20%,-0.2,-13.47,54.9,★★☆可选
2025-10-22,G-做空_relaxed,SHORT,negative,2025-10-22 12:20:00,6696.96,2025-10-22 12:30:00,6686.91,take_profit,0.15%,0.20%,0.15,10.05,51.4,★★☆可选
2025-10-22,G-做空_relaxed,SHORT,negative,2025-10-22 12:45:00,6689.14,2025-10-22 12:55:00,6702.52,stop_loss,0.15%,0.20%,-0.2,-13.38,60.5,★★☆可选
2025-10-22,G-做空_relaxed,SHORT,negative,2025-10-22 13:10:00,6683.8,2025-10-22 13:20:00,6673.77,take_profit,0.15%,0.20%,0.15,10.03,66.7,★★☆可选
2025-10-22,G-做空_relaxed,SHORT,negative,2025-10-22 13:35:00,6665.38,2025-10-22 14:20:00,6678.71,stop_loss,0.15%,0.20%,-0.2,-13.33,88.0,★★★推荐
2025-10-22,G-做空_relaxed,SHORT,negative,2025-10-22 14:00:00,6670.88,2025-10-22 14:15:00,6660.87,take_profit,0.15%,0.20%,0.15,10.01,81.6,★★★推荐
2025-10-22,G-做多_relaxed,LONG,negative,2025-10-22 14:35:00,6681.43,2025-10-22 15:05:00,6691.45,take_profit,0.15%,0.20%,0.15,10.02,69.4,★★☆可选
2025-10-22,G-做多_relaxed,LONG,negative,2025-10-22 15:00:00,6684.72,2025-10-22 15:05:00,6694.75,take_profit,0.15%,0.20%,0.15,10.03,65.6,★★☆可选
2025-10-22,G-做多_relaxed,LONG,negative,2025-10-22 15:25:00,6696.48,2025-10-23 09:30:00,6706.52,take_profit,0.15%,0.20%,0.15,10.04,52.0,★★☆可选
2025-10-23,G+做空_optimal,SHORT,positive,2025-10-23 12:30:00,6730.0,2025-10-23 13:35:00,6743.46,stop_loss,0.20%,0.20%,-0.2,-13.46,30.7,★☆☆观望
2025-10-23,G+做空_optimal,SHORT,positive,2025-10-23 12:55:00,6736.3,2025-10-23 14:10:00,6744.45,timeout,0.20%,0.20%,-0.121,-8.15,38.1,★☆☆观望
2025-10-23,G+做空_relaxed,SHORT,positive,2025-10-23 14:20:00,6746.79,2025-10-23 15:35:00,6743.33,timeout,0.15%,0.20%,0.0513,3.46,50.3,★★☆可选
2025-10-23,G+做空_relaxed,SHORT,positive,2025-10-23 14:45:00,6746.94,2025-10-23 15:50:00,6736.82,take_profit,0.15%,0.20%,0.15,10.12,50.5,★★☆可选
2025-10-29,G+做多_relaxed,LONG,positive,2025-10-29 14:35:00,6858.86,2025-10-29 14:40:00,6869.15,take_profit,0.15%,0.20%,0.15,10.29,65.0,★★☆可选
2025-10-29,G+做多_relaxed,LONG,positive,2025-10-29 15:00:00,6869.42,2025-10-29 15:05:00,6879.72,take_profit,0.15%,0.20%,0.15,10.3,51.8,★★☆可选
2025-10-31,G+做空_optimal,SHORT,positive,2025-10-31 10:00:00,6847.49,2025-10-31 10:35:00,6861.18,stop_loss,0.20%,0.20%,-0.2,-13.69,36.0,★☆☆观望
2025-10-31,G+做多_relaxed,LONG,positive,2025-10-31 12:15:00,6827.42,2025-10-31 12:25:00,6837.66,take_profit,0.15%,0.20%,0.15,10.24,58.8,★★☆可选
2025-10-31,G+做多_relaxed,LONG,positive,2025-10-31 12:40:00,6832.92,2025-10-31 13:10:00,6819.25,stop_loss,0.15%,0.20%,-0.2,-13.67,52.6,★★☆可选
2025-10-31,G-做空_relaxed,SHORT,negative,2025-10-31 13:00:00,6821.72,2025-10-31 13:50:00,6835.36,stop_loss,0.15%,0.20%,-0.2,-13.64,65.3,★★☆可选
2025-10-31,G+做多_relaxed,LONG,positive,2025-10-31 13:05:00,6825.9,2025-10-31 14:00:00,6836.14,take_profit,0.15%,0.20%,0.15,10.24,60.6,★★☆可选
2025-10-31,G-做空_optimal,SHORT,negative,2025-10-31 13:15:00,6816.56,2025-10-31 13:50:00,6833.6,stop_loss,0.30%,0.25%,-0.25,-17.04,71.2,★★★推荐
2025-10-31,G-做空_relaxed,SHORT,negative,2025-10-31 13:25:00,6819.57,2025-10-31 13:50:00,6833.21,stop_loss,0.15%,0.20%,-0.2,-13.64,67.8,★★☆可选
2025-10-31,G+做多_relaxed,LONG,positive,2025-10-31 13:40:00,6828.27,2025-10-31 14:05:00,6838.51,take_profit,0.15%,0.20%,0.15,10.24,57.9,★★☆可选
2025-10-31,G+做空_optimal,SHORT,positive,2025-10-31 14:35:00,6845.76,2025-10-31 15:25:00,6859.45,stop_loss,0.20%,0.20%,-0.2,-13.69,38.0,★☆☆观望
2025-10-31,G+做空_optimal,SHORT,positive,2025-10-31 15:00:00,6846.59,2025-10-31 15:25:00,6860.28,stop_loss,0.20%,0.20%,-0.2,-13.69,37.0,★☆☆观望
2025-11-03,G+做多_relaxed,LONG,positive,2025-11-03 10:20:00,6836.94,2025-11-03 10:30:00,6823.27,stop_loss,0.15%,0.20%,-0.2,-13.67,52.4,★★☆可选
2025-11-03,G+做多_relaxed,LONG,positive,2025-11-03 10:45:00,6836.95,2025-11-03 10:55:00,6847.21,take_profit,0.15%,0.20%,0.15,10.26,52.3,★★☆可选
2025-11-03,G+做空_optimal,SHORT,positive,2025-11-03 11:40:00,6849.22,2025-11-03 12:55:00,6859.91,timeout,0.20%,0.20%,-0.1561,-10.69,38.2,★☆☆观望
2025-11-05,G+做空_relaxed,SHORT,positive,2025-11-05 11:45:00,6816.02,2025-11-05 13:00:00,6824.98,timeout,0.15%,0.20%,-0.1315,-8.96,54.2,★★☆可选
2025-11-05,G+做空_relaxed,SHORT,positive,2025-11-05 12:10:00,6815.69,2025-11-05 12:35:00,6829.32,stop_loss,0.15%,0.20%,-0.2,-13.63,53.8,★★☆可选
2025-11-05,G+做空_relaxed,SHORT,positive,2025-11-05 12:35:00,6828.45,2025-11-05 13:50:00,6828.03,timeout,0.15%,0.20%,0.0062,0.42,68.8,★★☆可选
2025-11-05,G+做空_relaxed,SHORT,positive,2025-11-05 13:00:00,6824.98,2025-11-05 14:15:00,6825.41,timeout,0.15%,0.20%,-0.0063,-0.43,64.7,★★☆可选
2025-11-05,G+做空_relaxed,SHORT,positive,2025-11-05 13:25:00,6825.08,2025-11-05 14:40:00,6823.96,timeout,0.15%,0.20%,0.0164,1.12,64.8,★★☆可选
2025-11-05,G+做多_relaxed,LONG,positive,2025-11-05 15:30:00,6816.05,2025-11-05 15:55:00,6802.42,stop_loss,0.15%,0.20%,-0.2,-13.63,54.2,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 10:35:00,6739.05,2025-11-06 10:55:00,6728.94,take_profit,0.15%,0.20%,0.15,10.11,55.9,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 11:00:00,6735.39,2025-11-06 11:20:00,6725.29,take_profit,0.15%,0.20%,0.15,10.1,60.1,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 11:25:00,6734.18,2025-11-06 11:35:00,6724.08,take_profit,0.15%,0.20%,0.15,10.1,61.5,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 11:50:00,6723.6,2025-11-06 11:55:00,6713.51,take_profit,0.15%,0.20%,0.15,10.09,73.7,★★★推荐
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 12:15:00,6720.0,2025-11-06 12:25:00,6709.92,take_profit,0.15%,0.20%,0.15,10.08,77.8,★★★推荐
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 12:40:00,6726.17,2025-11-06 13:05:00,6716.08,take_profit,0.15%,0.20%,0.15,10.09,70.7,★★★推荐
2025-11-06,G-做多_relaxed,LONG,negative,2025-11-06 12:50:00,6734.71,2025-11-06 13:05:00,6721.24,stop_loss,0.15%,0.20%,-0.2,-13.47,60.9,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 13:05:00,6713.95,2025-11-06 13:25:00,6727.38,stop_loss,0.15%,0.20%,-0.2,-13.43,84.8,★★★推荐
2025-11-06,G-做多_relaxed,LONG,negative,2025-11-06 13:25:00,6730.25,2025-11-06 13:35:00,6740.35,take_profit,0.15%,0.20%,0.15,10.1,66.0,★★☆可选
2025-11-06,G-做多_relaxed,LONG,negative,2025-11-06 13:50:00,6739.71,2025-11-06 14:05:00,6749.82,take_profit,0.15%,0.20%,0.15,10.11,55.1,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 15:35:00,6739.65,2025-11-06 15:45:00,6729.54,take_profit,0.15%,0.20%,0.15,10.11,55.2,★★☆可选
2025-11-06,G-做空_relaxed,SHORT,negative,2025-11-06 16:00:00,6720.37,2025-11-07 09:30:00,6710.29,take_profit,0.15%,0.20%,0.15,10.08,77.4,★★★推荐
2025-11-07,G-做空_relaxed,SHORT,negative,2025-11-07 11:05:00,6651.12,2025-11-07 11:55:00,6641.14,take_profit,0.15%,0.20%,0.15,9.98,51.7,★★☆可选
2025-11-07,G-做空_relaxed,SHORT,negative,2025-11-07 11:30:00,6652.37,2025-11-07 11:40:00,6642.39,take_profit,0.15%,0.20%,0.15,9.98,50.3,★★☆可选
2025-11-07,G-做空_relaxed,SHORT,negative,2025-11-07 11:55:00,6639.3,2025-11-07 12:20:00,6652.58,stop_loss,0.15%,0.20%,-0.2,-13.28,65.3,★★☆可选
2025-11-07,G-做空_relaxed,SHORT,negative,2025-11-07 12:45:00,6643.57,2025-11-07 12:55:00,6656.86,stop_loss,0.15%,0.20%,-0.2,-13.29,60.4,★★☆可选
2025-11-10,G+做空_relaxed,SHORT,positive,2025-11-10 14:40:00,6829.04,2025-11-10 15:55:00,6831.82,timeout,0.15%,0.20%,-0.0407,-2.78,51.1,★★☆可选
2025-11-10,G+做空_relaxed,SHORT,positive,2025-11-10 15:05:00,6836.84,2025-11-11 09:30:00,6826.58,take_profit,0.15%,0.20%,0.15,10.26,60.2,★★☆可选
2025-11-10,G+做空_relaxed,SHORT,positive,2025-11-10 15:30:00,6832.21,2025-11-11 09:30:00,6821.96,take_profit,0.15%,0.20%,0.15,10.25,54.8,★★☆可选
2025-11-11,G+做空_optimal,SHORT,positive,2025-11-11 13:05:00,6841.81,2025-11-11 14:20:00,6849.99,timeout,0.20%,0.20%,-0.1196,-8.18,30.5,★☆☆观望
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 10:45:00,6780.43,2025-11-13 11:15:00,6770.26,take_profit,0.15%,0.20%,0.15,10.17,59.2,★★☆可选
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 11:10:00,6776.81,2025-11-13 11:40:00,6766.64,take_profit,0.15%,0.20%,0.15,10.17,63.8,★★☆可选
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 11:35:00,6766.99,2025-11-13 12:30:00,6780.52,stop_loss,0.15%,0.20%,-0.2,-13.53,76.5,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 12:05:00,6766.31,2025-11-13 12:25:00,6779.84,stop_loss,0.15%,0.20%,-0.2,-13.53,77.3,★★★推荐
2025-11-13,G-做多_relaxed,LONG,negative,2025-11-13 12:35:00,6779.83,2025-11-13 12:45:00,6766.27,stop_loss,0.15%,0.20%,-0.2,-13.56,59.9,★★☆可选
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 12:45:00,6767.33,2025-11-13 13:10:00,6757.18,take_profit,0.15%,0.20%,0.15,10.15,76.0,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 13:10:00,6763.66,2025-11-13 13:20:00,6753.51,take_profit,0.15%,0.20%,0.15,10.15,80.7,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 13:35:00,6736.38,2025-11-13 14:25:00,6749.85,stop_loss,0.15%,0.20%,-0.2,-13.47,115.8,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 14:00:00,6739.41,2025-11-13 14:25:00,6752.89,stop_loss,0.15%,0.20%,-0.2,-13.48,111.9,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 14:25:00,6754.21,2025-11-13 14:35:00,6744.08,take_profit,0.15%,0.20%,0.15,10.13,92.9,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 14:55:00,6736.11,2025-11-13 15:20:00,6726.01,take_profit,0.15%,0.20%,0.15,10.1,116.1,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 15:20:00,6730.83,2025-11-13 15:35:00,6744.29,stop_loss,0.15%,0.20%,-0.2,-13.46,122.9,★★★推荐
2025-11-13,G-做空_relaxed,SHORT,negative,2025-11-13 15:45:00,6734.61,2025-11-14 09:30:00,6724.51,take_profit,0.15%,0.20%,0.15,10.1,118.1,★★★推荐
2025-11-14,G-做空_relaxed,SHORT,negative,2025-11-14 10:25:00,6715.72,2025-11-14 10:40:00,6729.15,stop_loss,0.15%,0.20%,-0.2,-13.43,52.7,★★☆可选
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 10:45:00,6740.63,2025-11-14 11:05:00,6727.15,stop_loss,0.15%,0.20%,-0.2,-13.48,82.8,★★★推荐
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 11:10:00,6738.95,2025-11-14 11:20:00,6749.06,take_profit,0.15%,0.20%,0.15,10.11,80.7,★★★推荐
2025-11-14,G-做多_optimal,LONG,negative,2025-11-14 11:25:00,6761.74,2025-11-14 12:40:00,6765.44,timeout,0.20%,0.20%,0.0547,3.7,108.3,★★★推荐
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 11:35:00,6764.6,2025-11-14 11:45:00,6751.07,stop_loss,0.15%,0.20%,-0.2,-13.53,111.7,★★★推荐
2025-11-14,G-做多_optimal,LONG,negative,2025-11-14 11:50:00,6763.27,2025-11-14 12:50:00,6749.74,stop_loss,0.20%,0.20%,-0.2,-13.53,110.1,★★★推荐
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 12:00:00,6765.84,2025-11-14 12:50:00,6752.31,stop_loss,0.15%,0.20%,-0.2,-13.53,113.2,★★★推荐
2025-11-14,G-做多_optimal,LONG,negative,2025-11-14 12:15:00,6770.47,2025-11-14 12:45:00,6756.93,stop_loss,0.20%,0.20%,-0.2,-13.54,118.8,★★★推荐
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 12:25:00,6768.05,2025-11-14 12:50:00,6754.51,stop_loss,0.15%,0.20%,-0.2,-13.54,115.9,★★★推荐
2025-11-14,G-做多_optimal,LONG,negative,2025-11-14 12:40:00,6765.44,2025-11-14 12:50:00,6751.91,stop_loss,0.20%,0.20%,-0.2,-13.53,112.8,★★★推荐
2025-11-14,G-做空_relaxed,SHORT,negative,2025-11-14 13:00:00,6743.95,2025-11-14 13:10:00,6757.44,stop_loss,0.15%,0.20%,-0.2,-13.49,86.8,★★★推荐
2025-11-14,G-做多_optimal,LONG,negative,2025-11-14 13:10:00,6760.29,2025-11-14 13:20:00,6746.77,stop_loss,0.20%,0.20%,-0.2,-13.52,106.5,★★★推荐
2025-11-14,G-做空_relaxed,SHORT,negative,2025-11-14 13:25:00,6748.79,2025-11-14 13:40:00,6738.67,take_profit,0.15%,0.20%,0.15,10.12,92.6,★★★推荐
2025-11-14,G-做空_relaxed,SHORT,negative,2025-11-14 13:50:00,6753.02,2025-11-14 14:05:00,6742.89,take_profit,0.15%,0.20%,0.15,10.13,97.8,★★★推荐
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 14:20:00,6760.71,2025-11-14 15:15:00,6747.19,stop_loss,0.15%,0.20%,-0.2,-13.52,107.0,★★★推荐
2025-11-14,G-做多_relaxed,LONG,negative,2025-11-14 14:45:00,6759.93,2025-11-14 15:20:00,6746.41,stop_loss,0.15%,0.20%,-0.2,-13.52,106.1,★★★推荐
2025-11-14,G-做空_relaxed,SHORT,negative,2025-11-14 15:35:00,6743.5,2025-11-14 15:45:00,6733.38,take_profit,0.15%,0.20%,0.15,10.12,86.2,★★★推荐
2025-11-14,G-做空_relaxed,SHORT,negative,2025-11-14 16:00:00,6734.11,2025-11-17 09:30:00,6724.01,take_profit,0.15%,0.20%,0.15,10.1,74.9,★★★推荐
2025-11-17,G-做空_relaxed,SHORT,negative,2025-11-17 14:30:00,6665.71,2025-11-17 14:40:00,6655.71,take_profit,0.15%,0.20%,0.15,10.0,54.9,★★☆可选
2025-11-17,G-做空_relaxed,SHORT,negative,2025-11-17 14:55:00,6644.2,2025-11-17 15:30:00,6657.49,stop_loss,0.15%,0.20%,-0.2,-13.29,79.5,★★★推荐
2025-11-17,G-做空_relaxed,SHORT,negative,2025-11-17 15:20:00,6652.82,2025-11-17 15:45:00,6666.13,stop_loss,0.15%,0.20%,-0.2,-13.31,69.7,★★☆可选
2025-11-17,G-做多_relaxed,LONG,negative,2025-11-17 15:50:00,6663.89,2025-11-18 09:30:00,6650.56,stop_loss,0.15%,0.20%,-0.2,-13.33,57.0,★★☆可选
2025-11-18,G-做空_relaxed,SHORT,negative,2025-11-18 10:00:00,6585.8,2025-11-18 10:05:00,6598.97,stop_loss,0.15%,0.20%,-0.2,-13.17,64.2,★★☆可选
2025-11-18,G-做空_relaxed,SHORT,negative,2025-11-18 10:45:00,6594.57,2025-11-18 11:00:00,6584.68,take_profit,0.15%,0.20%,0.15,9.89,54.0,★★☆可选
2025-11-19,G-做多_relaxed,LONG,negative,2025-11-19 10:00:00,6677.78,2025-11-19 10:15:00,6687.8,take_profit,0.15%,0.20%,0.15,10.02,62.2,★★☆可选
2025-11-19,G-做多_relaxed,LONG,negative,2025-11-19 10:25:00,6679.01,2025-11-19 10:45:00,6665.65,stop_loss,0.15%,0.20%,-0.2,-13.36,63.7,★★☆可选
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 11:20:00,6695.25,2025-11-20 11:30:00,6685.21,take_profit,0.15%,0.20%,0.15,10.04,50.2,★★☆可选
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 11:45:00,6659.32,2025-11-20 11:50:00,6649.33,take_profit,0.15%,0.20%,0.15,9.99,92.5,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 12:10:00,6609.34,2025-11-20 12:15:00,6599.43,take_profit,0.15%,0.20%,0.15,9.91,151.3,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 12:35:00,6596.6,2025-11-20 12:40:00,6586.71,take_profit,0.15%,0.20%,0.15,9.89,166.3,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 13:00:00,6598.79,2025-11-20 13:05:00,6611.99,stop_loss,0.15%,0.20%,-0.2,-13.2,163.7,★★★推荐
2025-11-20,G-做多_relaxed,LONG,negative,2025-11-20 13:10:00,6632.26,2025-11-20 13:15:00,6619.0,stop_loss,0.15%,0.20%,-0.2,-13.26,124.3,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 13:35:00,6585.41,2025-11-20 13:45:00,6575.53,take_profit,0.15%,0.20%,0.15,9.88,179.5,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 14:00:00,6557.25,2025-11-20 14:10:00,6570.36,stop_loss,0.15%,0.20%,-0.2,-13.11,212.6,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 14:25:00,6584.61,2025-11-20 14:30:00,6574.73,take_profit,0.15%,0.20%,0.15,9.88,180.4,★★★推荐
2025-11-20,G-做多_relaxed,LONG,negative,2025-11-20 14:55:00,6595.8,2025-11-20 15:00:00,6582.61,stop_loss,0.15%,0.20%,-0.2,-13.19,167.3,★★★推荐
2025-11-20,G-做多_relaxed,LONG,negative,2025-11-20 15:20:00,6574.11,2025-11-20 15:35:00,6560.96,stop_loss,0.15%,0.20%,-0.2,-13.15,192.8,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 15:35:00,6553.8,2025-11-20 15:45:00,6543.97,take_profit,0.15%,0.20%,0.15,9.83,216.7,★★★推荐
2025-11-20,G-做空_relaxed,SHORT,negative,2025-11-20 16:00:00,6538.76,2025-11-21 09:30:00,6551.84,stop_loss,0.15%,0.20%,-0.2,-13.08,234.4,★★★推荐
