signal,gamma,is_short,lb,hz,th,move_ratio,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G+做多,positive,False,15,15,0.002,70-100%,距Support,near,30,0.0016344778684442406,-0.0004036089665840054,4.0496569793229495,0.4,0.2,0.0016344778684442406,0.0010838476514898718,0.003,0.004,0.001085859993203252,0.2,0.0
G+做多,positive,False,15,15,0.002,70-100%,距HedgeWall,near,12,0.0016335966609256156,-4.121392649509084e-05,39.63700622216134,0.4166666666666667,0.16666666666666666,0.0016335966609256156,0.0009035322079614155,0.003,0.002,0.0009003979812640848,0.3333333333333333,0.16666666666666666
G+做多,positive,False,15,15,0.002,70-100%,距HedgeWall,medium,13,0.0018742209034886552,-0.0002694775708308382,6.9550163218043055,0.46153846153846156,0.0,0.0018742209034886552,0.0007184107758689851,0.003,0.002,0.001454648997995088,0.15384615384615385,0.0
G+做多,positive,False,15,15,0.002,70-100%,距HedgeWall,far,5,0.0014606313302510663,-0.0031758547748387237,0.45991754466330725,0.2,0.8,,,,,,,
G+做多,positive,False,15,15,0.002,>100%,距Support,near,23,0.003219090326713597,-0.00045507119968143424,7.073816864189764,0.8260869565217391,0.0,0.003219090326713597,0.0008623671808288792,0.003,0.002,0.002389650294399745,0.5217391304347826,0.0
G+做多,positive,False,15,15,0.002,>100%,距HedgeWall,near,11,0.002640161515763381,-0.000627115415610581,4.21000895535765,0.6363636363636364,0.0,0.002640161515763381,0.0008623671808288792,0.0025,0.002,0.0017481066987097304,0.2727272727272727,0.0
G+做多,positive,False,15,15,0.002,>100%,距HedgeWall,far,12,0.004165418208288363,-0.000454653804675124,9.161736172569348,1.0,0.0,0.004165418208288363,0.0008301702622391814,0.003,0.002,0.003,1.0,0.0
G+做多,positive,False,15,30,0.001,<30%,距Support,near,228,0.001703633076146246,-0.0007403337354194098,2.301169046661251,0.38596491228070173,0.12280701754385964,0.001703633076146246,0.0013188375130209168,0.0025,0.0025,0.0007255315980019186,0.19736842105263158,0.06140350877192982
G+做多,positive,False,15,30,0.001,<30%,距Support,medium,216,0.0009511675911759809,-0.0010574281276621387,0.8995103934665626,0.2361111111111111,0.3287037037037037,0.0009511675911759809,0.0027459360309614687,0.003,0.002,2.5496497046064695e-05,0.08796296296296297,0.2962962962962963
G+做多,positive,False,15,30,0.001,<30%,距Support,far,15,0.0023453218222194297,-0.0011538171634651675,2.032663316582942,0.6666666666666666,0.3333333333333333,0.0023453218222194297,0.0035620794449223543,0.003,0.002,0.0008094400134070258,0.0,0.3333333333333333
G+做多,positive,False,15,30,0.001,<30%,距HedgeWall,near,168,0.001553944623018756,-0.0007673255698246095,2.0251438035278126,0.39880952380952384,0.14285714285714285,0.001553944623018756,0.0013188375130209168,0.0025,0.002,0.0006291363617807475,0.23214285714285715,0.125
